,episode,missed,reward,sloth
124,124,4.0,-7079.0,-5079
125,125,3.0,-7848.0,-6348
126,126,3.0,-6031.0,-4531
127,127,3.0,-6159.0,-4659
128,128,4.0,-7410.0,-5410
129,129,2.0,-5832.0,-4832
130,130,1.0,-6437.0,-5937
131,131,3.0,-6078.0,-4578
132,132,2.0,-6045.0,-5045
133,133,2.0,-6455.0,-5455
134,134,4.0,-8799.0,-6799
135,135,4.0,-9240.0,-7240
136,136,5.0,-9015.0,-6515
137,137,3.0,-6324.0,-4824
138,138,4.0,-8585.0,-6585
139,139,4.0,-7974.0,-5974
140,140,4.0,-7238.0,-5238
141,141,3.0,-7013.0,-5513
142,142,1.0,-5763.0,-5263
143,143,9.0,-12201.0,-7701
144,144,4.0,-7566.0,-5566
145,145,5.0,-8189.0,-5689
146,146,1.0,-5446.0,-4946
147,147,2.0,-5961.0,-4961
148,148,5.0,-7569.0,-5069
149,149,2.0,-5989.0,-4989
150,150,3.0,-7333.0,-5833
151,151,3.0,-8075.0,-6575
152,152,3.0,-10659.0,-9159
153,153,1.0,-7324.0,-6824
154,154,1.0,-5540.0,-5040
155,155,2.0,-5861.0,-4861
156,156,1.0,-6110.0,-5610
157,157,3.0,-7233.0,-5733
158,158,2.0,-5957.0,-4957
159,159,5.0,-8038.0,-5538
160,160,5.0,-8419.0,-5919
161,161,7.0,-9810.0,-6310
162,162,0.0,-4942.0,-4942
163,163,3.0,-7156.0,-5656
164,164,5.0,-6948.0,-4448
165,165,1.0,-5712.0,-5212
166,166,3.0,-6184.0,-4684
167,167,3.0,-5708.0,-4208
168,168,6.0,-8293.0,-5293
169,169,5.0,-8429.0,-5929
170,170,2.0,-6120.0,-5120
171,171,4.0,-6982.0,-4982
172,172,4.0,-6789.0,-4789
173,173,4.0,-7147.0,-5147
174,174,4.0,-6575.0,-4575
175,175,3.0,-6540.0,-5040
176,176,5.0,-7684.0,-5184
177,177,0.0,-5342.0,-5342
178,178,1.0,-5614.0,-5114
179,179,3.0,-7353.0,-5853
180,180,4.0,-6926.0,-4926
181,181,2.0,-5613.0,-4613
182,182,6.0,-10056.0,-7056
183,183,7.0,-8081.0,-4581
184,184,5.0,-8050.0,-5550
185,185,3.0,-6938.0,-5438
186,186,3.0,-7589.0,-6089
187,187,2.0,-5561.0,-4561
188,188,3.0,-7504.0,-6004
189,189,3.0,-6201.0,-4701
190,190,2.0,-5987.0,-4987
191,191,1.0,-5915.0,-5415
192,192,3.0,-6825.0,-5325
193,193,6.0,-7811.0,-4811
194,194,4.0,-11615.0,-9615
195,195,6.0,-8187.0,-5187
196,196,4.0,-6781.0,-4781
197,197,4.0,-6816.0,-4816
198,198,7.0,-8023.0,-4523
199,199,5.0,-8043.0,-5543
200,200,2.0,-6167.0,-5167
201,201,3.0,-8599.0,-7099
202,202,2.0,-6155.0,-5155
203,203,4.0,-7763.0,-5763
204,204,9.0,-10145.0,-5645
205,205,3.0,-6226.0,-4726
206,206,3.0,-6670.0,-5170
207,207,4.0,-7260.0,-5260
208,208,2.0,-6368.0,-5368
209,209,4.0,-7110.0,-5110
210,210,2.0,-6543.0,-5543
211,211,5.0,-8386.0,-5886
212,212,4.0,-7290.0,-5290
213,213,2.0,-7507.0,-6507
214,214,1.0,-5748.0,-5248
215,215,3.0,-6412.0,-4912
216,216,2.0,-5305.0,-4305
217,217,2.0,-6791.0,-5791
218,218,5.0,-8145.0,-5645
219,219,3.0,-7324.0,-5824
220,220,6.0,-7769.0,-4769
221,221,4.0,-7217.0,-5217
222,222,5.0,-8070.0,-5570
223,223,6.0,-7821.0,-4821
224,224,5.0,-7397.0,-4897
225,225,3.0,-6991.0,-5491
226,226,4.0,-7255.0,-5255
227,227,2.0,-6981.0,-5981
228,228,2.0,-6613.0,-5613
229,229,3.0,-5925.0,-4425
230,230,3.0,-6233.0,-4733
231,231,4.0,-8220.0,-6220
232,232,8.0,-11395.0,-7395
233,233,3.0,-5867.0,-4367
234,234,5.0,-8590.0,-6090
235,235,6.0,-7403.0,-4403
236,236,6.0,-7731.0,-4731
237,237,2.0,-5854.0,-4854
238,238,5.0,-8343.0,-5843
239,239,1.0,-6742.0,-6242
240,240,3.0,-6738.0,-5238
241,241,6.0,-11452.0,-8452
242,242,3.0,-7912.0,-6412
243,243,3.0,-7346.0,-5846
244,244,4.0,-7551.0,-5551
245,245,3.0,-6327.0,-4827
246,246,3.0,-6362.0,-4862
247,247,4.0,-7072.0,-5072
248,248,4.0,-10325.0,-8325
249,249,4.0,-6831.0,-4831
250,250,7.0,-8154.0,-4654
251,251,3.0,-6729.0,-5229
252,252,1.0,-5406.0,-4906
253,253,2.0,-6450.0,-5450
254,254,3.0,-7655.0,-6155
255,255,1.0,-5206.0,-4706
256,256,4.0,-6912.0,-4912
257,257,3.0,-7131.0,-5631
258,258,2.0,-7626.0,-6626
259,259,4.0,-8227.0,-6227
260,260,7.0,-8575.0,-5075
261,261,6.0,-7065.0,-4065
262,262,6.0,-7099.0,-4099
263,263,2.0,-6936.0,-5936
264,264,6.0,-7849.0,-4849
265,265,2.0,-6154.0,-5154
266,266,2.0,-6300.0,-5300
267,267,3.0,-6161.0,-4661
268,268,4.0,-7403.0,-5403
269,269,3.0,-6472.0,-4972
270,270,0.0,-5575.0,-5575
271,271,3.0,-7010.0,-5510
272,272,4.0,-7781.0,-5781
273,273,1.0,-6396.0,-5896
274,274,4.0,-10969.0,-8969
275,275,2.0,-6873.0,-5873
276,276,2.0,-5774.0,-4774
277,277,4.0,-7686.0,-5686
278,278,3.0,-7274.0,-5774
279,279,4.0,-6270.0,-4270
280,280,3.0,-8497.0,-6997
281,281,2.0,-6144.0,-5144
282,282,1.0,-5332.0,-4832
283,283,2.0,-6234.0,-5234
284,284,3.0,-8414.0,-6914
285,285,4.0,-8858.0,-6858
286,286,4.0,-8215.0,-6215
287,287,4.0,-6327.0,-4327
288,288,4.0,-6565.0,-4565
289,289,2.0,-6338.0,-5338
290,290,2.0,-5839.0,-4839
291,291,7.0,-10629.0,-7129
292,292,12.0,-13518.0,-7518
293,293,2.0,-5852.0,-4852
294,294,2.0,-7037.0,-6037
295,295,2.0,-5380.0,-4380
296,296,3.0,-6552.0,-5052
297,297,5.0,-7263.0,-4763
298,298,6.0,-7634.0,-4634
299,299,0.0,-6077.0,-6077
300,300,3.0,-6322.0,-4822
301,301,1.0,-5106.0,-4606
302,302,2.0,-6135.0,-5135
303,303,2.0,-5749.0,-4749
304,304,3.0,-7278.0,-5778
305,305,6.0,-9452.0,-6452
306,306,3.0,-6527.0,-5027
307,307,4.0,-6791.0,-4791
308,308,2.0,-6836.0,-5836
309,309,5.0,-8444.0,-5944
310,310,9.0,-11977.0,-7477
311,311,7.0,-8976.0,-5476
312,312,2.0,-7603.0,-6603
313,313,2.0,-6189.0,-5189
314,314,3.0,-7316.0,-5816
315,315,5.0,-6823.0,-4323
316,316,1.0,-5171.0,-4671
317,317,0.0,-5673.0,-5673
318,318,1.0,-5640.0,-5140
319,319,3.0,-10466.0,-8966
320,320,5.0,-7359.0,-4859
321,321,6.0,-8723.0,-5723
322,322,4.0,-7468.0,-5468
323,323,2.0,-7967.0,-6967
324,324,8.0,-12003.0,-8003
325,325,1.0,-5198.0,-4698
326,326,1.0,-6148.0,-5648
327,327,1.0,-5234.0,-4734
328,328,3.0,-6545.0,-5045
329,329,5.0,-7284.0,-4784
330,330,3.0,-8311.0,-6811
331,331,1.0,-5624.0,-5124
332,332,7.0,-8289.0,-4789
333,333,5.0,-7910.0,-5410
334,334,2.0,-6686.0,-5686
335,335,2.0,-6197.0,-5197
336,336,4.0,-6749.0,-4749
337,337,4.0,-7022.0,-5022
338,338,4.0,-7390.0,-5390
339,339,3.0,-8234.0,-6734
340,340,8.0,-10377.0,-6377
341,341,9.0,-9347.0,-4847
342,342,6.0,-7035.0,-4035
343,343,3.0,-7169.0,-5669
344,344,4.0,-7466.0,-5466
345,345,3.0,-6521.0,-5021
346,346,3.0,-7244.0,-5744
347,347,2.0,-6295.0,-5295
348,348,7.0,-9373.0,-5873
349,349,4.0,-7861.0,-5861
350,350,3.0,-6236.0,-4736
351,351,4.0,-7986.0,-5986
352,352,3.0,-6917.0,-5417
353,353,2.0,-6395.0,-5395
354,354,1.0,-6647.0,-6147
355,355,8.0,-12648.0,-8648
356,356,3.0,-6086.0,-4586
357,357,4.0,-7240.0,-5240
358,358,1.0,-6599.0,-6099
359,359,2.0,-6437.0,-5437
360,360,4.0,-7413.0,-5413
361,361,1.0,-6036.0,-5536
362,362,2.0,-5927.0,-4927
363,363,2.0,-5829.0,-4829
364,364,1.0,-6016.0,-5516
365,365,4.0,-7671.0,-5671
366,366,1.0,-6682.0,-6182
367,367,1.0,-5457.0,-4957
368,368,2.0,-5849.0,-4849
369,369,3.0,-6958.0,-5458
370,370,2.0,-6633.0,-5633
371,371,0.0,-4859.0,-4859
372,372,1.0,-5058.0,-4558
373,373,2.0,-6818.0,-5818
374,374,3.0,-6339.0,-4839
375,375,3.0,-6347.0,-4847
376,376,4.0,-9753.0,-7753
377,377,4.0,-7698.0,-5698
378,378,5.0,-8346.0,-5846
379,379,2.0,-5832.0,-4832
380,380,6.0,-8743.0,-5743
381,381,2.0,-6135.0,-5135
382,382,4.0,-9498.0,-7498
383,383,4.0,-7961.0,-5961
384,384,3.0,-7537.0,-6037
385,385,6.0,-8481.0,-5481
386,386,3.0,-8972.0,-7472
387,387,6.0,-9054.0,-6054
388,388,4.0,-7160.0,-5160
389,389,2.0,-6338.0,-5338
390,390,6.0,-9961.0,-6961
391,391,5.0,-8424.0,-5924
392,392,4.0,-7154.0,-5154
393,393,3.0,-6818.0,-5318
394,394,4.0,-7824.0,-5824
395,395,5.0,-7149.0,-4649
396,396,2.0,-7147.0,-6147
397,397,4.0,-8350.0,-6350
398,398,4.0,-7393.0,-5393
399,399,2.0,-6077.0,-5077
400,400,2.0,-5821.0,-4821
401,401,3.0,-7125.0,-5625
402,402,3.0,-7739.0,-6239
403,403,2.0,-5966.0,-4966
404,404,3.0,-6579.0,-5079
405,405,6.0,-11282.0,-8282
406,406,8.0,-9258.0,-5258
407,407,0.0,-5087.0,-5087
408,408,4.0,-6307.0,-4307
409,409,4.0,-7302.0,-5302
410,410,2.0,-5721.0,-4721
411,411,3.0,-7308.0,-5808
412,412,3.0,-6509.0,-5009
413,413,4.0,-6568.0,-4568
414,414,2.0,-5676.0,-4676
415,415,3.0,-6750.0,-5250
416,416,5.0,-7976.0,-5476
417,417,6.0,-9951.0,-6951
418,418,8.0,-9560.0,-5560
419,419,6.0,-8109.0,-5109
420,420,3.0,-7076.0,-5576
421,421,2.0,-6337.0,-5337
422,422,0.0,-6044.0,-6044
423,423,1.0,-6273.0,-5773
424,424,2.0,-5741.0,-4741
425,425,3.0,-6810.0,-5310
426,426,0.0,-5603.0,-5603
427,427,3.0,-6407.0,-4907
428,428,4.0,-7152.0,-5152
429,429,4.0,-6982.0,-4982
430,430,2.0,-6247.0,-5247
431,431,3.0,-6877.0,-5377
432,432,1.0,-6028.0,-5528
433,433,1.0,-5805.0,-5305
434,434,2.0,-5837.0,-4837
435,435,2.0,-6748.0,-5748
436,436,1.0,-5196.0,-4696
437,437,0.0,-4460.0,-4460
438,438,3.0,-7324.0,-5824
439,439,2.0,-5956.0,-4956
440,440,0.0,-6194.0,-6194
441,441,2.0,-6541.0,-5541
442,442,1.0,-6061.0,-5561
443,443,4.0,-8908.0,-6908
444,444,4.0,-8197.0,-6197
445,445,4.0,-6608.0,-4608
446,446,2.0,-6691.0,-5691
447,447,4.0,-8014.0,-6014
448,448,2.0,-6516.0,-5516
449,449,1.0,-6559.0,-6059
450,450,5.0,-7753.0,-5253
451,451,2.0,-6838.0,-5838
452,452,2.0,-6679.0,-5679
453,453,3.0,-7474.0,-5974
454,454,2.0,-6039.0,-5039
455,455,2.0,-5961.0,-4961
456,456,3.0,-6429.0,-4929
457,457,4.0,-9525.0,-7525
458,458,2.0,-7939.0,-6939
459,459,3.0,-6231.0,-4731
460,460,2.0,-6753.0,-5753
461,461,2.0,-6640.0,-5640
462,462,1.0,-8378.0,-7878
463,463,7.0,-8942.0,-5442
464,464,7.0,-8918.0,-5418
465,465,6.0,-8736.0,-5736
466,466,5.0,-7888.0,-5388
467,467,3.0,-6233.0,-4733
468,468,3.0,-5817.0,-4317
469,469,1.0,-5223.0,-4723
470,470,3.0,-6607.0,-5107
471,471,2.0,-6511.0,-5511
472,472,2.0,-6365.0,-5365
473,473,4.0,-6984.0,-4984
474,474,4.0,-7676.0,-5676
475,475,1.0,-5487.0,-4987
476,476,2.0,-6139.0,-5139
477,477,3.0,-7562.0,-6062
478,478,2.0,-6889.0,-5889
479,479,2.0,-6942.0,-5942
480,480,4.0,-7468.0,-5468
481,481,4.0,-7367.0,-5367
482,482,0.0,-5971.0,-5971
483,483,8.0,-11299.0,-7299
484,484,5.0,-7234.0,-4734
485,485,2.0,-6029.0,-5029
486,486,2.0,-6651.0,-5651
487,487,7.0,-8199.0,-4699
488,488,2.0,-6170.0,-5170
489,489,5.0,-8850.0,-6350
490,490,1.0,-6820.0,-6320
491,491,5.0,-7129.0,-4629
492,492,1.0,-5595.0,-5095
493,493,4.0,-7754.0,-5754
494,494,5.0,-6953.0,-4453
495,495,5.0,-7632.0,-5132
496,496,2.0,-8493.0,-7493
497,497,3.0,-6843.0,-5343
498,498,3.0,-5805.0,-4305
499,499,6.0,-7228.0,-4228
