,episode,missed,reward,sloth
120,120,3.0,-6041.0,-4541
121,121,3.0,-7363.0,-5863
122,122,5.0,-7572.0,-5072
123,123,4.0,-6796.0,-4796
124,124,2.0,-6460.0,-5460
125,125,5.0,-7322.0,-4822
126,126,6.0,-8616.0,-5616
127,127,6.0,-7178.0,-4178
128,128,2.0,-6248.0,-5248
129,129,3.0,-8646.0,-7146
130,130,3.0,-5986.0,-4486
131,131,3.0,-7196.0,-5696
132,132,2.0,-6525.0,-5525
133,133,3.0,-6867.0,-5367
134,134,3.0,-6750.0,-5250
135,135,2.0,-6025.0,-5025
136,136,2.0,-7305.0,-6305
137,137,4.0,-6491.0,-4491
138,138,1.0,-5213.0,-4713
139,139,6.0,-8610.0,-5610
140,140,4.0,-8610.0,-6610
141,141,7.0,-9214.0,-5714
142,142,4.0,-6964.0,-4964
143,143,0.0,-4801.0,-4801
144,144,4.0,-8006.0,-6006
145,145,2.0,-5869.0,-4869
146,146,4.0,-6989.0,-4989
147,147,7.0,-8286.0,-4786
148,148,1.0,-5003.0,-4503
149,149,5.0,-6968.0,-4468
150,150,7.0,-8988.0,-5488
151,151,4.0,-7308.0,-5308
152,152,3.0,-6239.0,-4739
153,153,5.0,-7459.0,-4959
154,154,2.0,-5403.0,-4403
155,155,4.0,-6558.0,-4558
156,156,0.0,-5838.0,-5838
157,157,1.0,-5674.0,-5174
158,158,4.0,-6854.0,-4854
159,159,4.0,-6987.0,-4987
160,160,6.0,-10433.0,-7433
161,161,3.0,-8481.0,-6981
162,162,5.0,-8381.0,-5881
163,163,2.0,-7606.0,-6606
164,164,3.0,-5670.0,-4170
165,165,4.0,-6964.0,-4964
166,166,3.0,-7081.0,-5581
167,167,7.0,-8644.0,-5144
168,168,1.0,-5504.0,-5004
169,169,9.0,-12587.0,-8087
170,170,7.0,-8201.0,-4701
171,171,4.0,-6981.0,-4981
172,172,4.0,-6365.0,-4365
173,173,3.0,-6444.0,-4944
174,174,7.0,-9093.0,-5593
175,175,4.0,-6420.0,-4420
176,176,4.0,-7132.0,-5132
177,177,6.0,-8152.0,-5152
178,178,3.0,-5697.0,-4197
179,179,5.0,-9441.0,-6941
180,180,9.0,-10088.0,-5588
181,181,5.0,-7491.0,-4991
182,182,13.0,-13068.0,-6568
183,183,17.0,-13803.0,-5303
184,184,19.0,-17128.0,-7628
185,185,18.0,-17911.0,-8911
186,186,6.0,-8438.0,-5438
187,187,7.0,-9106.0,-5606
188,188,5.0,-7637.0,-5137
189,189,3.0,-7063.0,-5563
190,190,2.0,-6813.0,-5813
191,191,6.0,-8127.0,-5127
192,192,3.0,-7253.0,-5753
193,193,2.0,-6553.0,-5553
194,194,3.0,-7504.0,-6004
195,195,6.0,-10136.0,-7136
196,196,1.0,-6602.0,-6102
197,197,1.0,-8283.0,-7783
198,198,3.0,-7619.0,-6119
199,199,1.0,-5149.0,-4649
200,200,5.0,-9925.0,-7425
201,201,5.0,-6900.0,-4400
202,202,4.0,-7456.0,-5456
203,203,5.0,-6996.0,-4496
204,204,5.0,-9597.0,-7097
205,205,3.0,-6462.0,-4962
206,206,5.0,-7246.0,-4746
207,207,0.0,-4406.0,-4406
208,208,2.0,-6636.0,-5636
209,209,3.0,-6930.0,-5430
210,210,1.0,-5487.0,-4987
211,211,1.0,-5893.0,-5393
212,212,2.0,-5904.0,-4904
213,213,2.0,-9984.0,-8984
214,214,7.0,-8041.0,-4541
215,215,6.0,-7774.0,-4774
216,216,5.0,-7885.0,-5385
217,217,4.0,-7483.0,-5483
218,218,4.0,-7022.0,-5022
219,219,5.0,-7176.0,-4676
220,220,5.0,-7299.0,-4799
221,221,5.0,-6896.0,-4396
222,222,2.0,-5871.0,-4871
223,223,4.0,-8285.0,-6285
224,224,7.0,-9404.0,-5904
225,225,4.0,-6581.0,-4581
226,226,1.0,-6259.0,-5759
227,227,3.0,-7040.0,-5540
228,228,2.0,-5987.0,-4987
229,229,6.0,-8214.0,-5214
230,230,1.0,-5908.0,-5408
231,231,3.0,-5475.0,-3975
232,232,4.0,-7039.0,-5039
233,233,4.0,-7137.0,-5137
234,234,7.0,-8565.0,-5065
235,235,13.0,-17974.0,-11474
236,236,15.0,-13150.0,-5650
237,237,13.0,-11832.0,-5332
238,238,14.0,-12112.0,-5112
239,239,5.0,-7226.0,-4726
240,240,6.0,-8072.0,-5072
241,241,2.0,-6277.0,-5277
242,242,9.0,-9951.0,-5451
243,243,3.0,-6752.0,-5252
244,244,12.0,-11989.0,-5989
245,245,13.0,-11261.0,-4761
246,246,7.0,-7807.0,-4307
247,247,5.0,-7308.0,-4808
248,248,2.0,-5653.0,-4653
249,249,4.0,-7117.0,-5117
250,250,5.0,-7709.0,-5209
251,251,0.0,-5302.0,-5302
252,252,4.0,-6976.0,-4976
253,253,2.0,-6713.0,-5713
254,254,5.0,-6911.0,-4411
255,255,3.0,-6050.0,-4550
256,256,4.0,-7466.0,-5466
257,257,2.0,-6368.0,-5368
258,258,5.0,-7088.0,-4588
259,259,2.0,-6789.0,-5789
260,260,5.0,-7283.0,-4783
261,261,5.0,-8003.0,-5503
262,262,4.0,-7481.0,-5481
263,263,5.0,-7619.0,-5119
264,264,4.0,-6501.0,-4501
265,265,5.0,-7524.0,-5024
266,266,7.0,-7843.0,-4343
267,267,1.0,-5421.0,-4921
268,268,1.0,-5254.0,-4754
269,269,2.0,-6428.0,-5428
270,270,2.0,-5942.0,-4942
271,271,6.0,-7694.0,-4694
272,272,2.0,-7581.0,-6581
273,273,4.0,-6919.0,-4919
274,274,3.0,-6312.0,-4812
275,275,1.0,-5416.0,-4916
276,276,4.0,-7713.0,-5713
277,277,3.0,-6649.0,-5149
278,278,2.0,-7831.0,-6831
279,279,5.0,-8086.0,-5586
280,280,6.0,-8476.0,-5476
281,281,4.0,-6352.0,-4352
282,282,3.0,-7131.0,-5631
283,283,3.0,-7567.0,-6067
284,284,4.0,-6897.0,-4897
285,285,1.0,-5298.0,-4798
286,286,2.0,-5866.0,-4866
287,287,6.0,-8733.0,-5733
288,288,4.0,-7684.0,-5684
289,289,2.0,-6754.0,-5754
290,290,2.0,-6009.0,-5009
291,291,3.0,-6382.0,-4882
292,292,1.0,-5855.0,-5355
293,293,3.0,-7110.0,-5610
294,294,3.0,-6080.0,-4580
295,295,5.0,-8249.0,-5749
296,296,4.0,-6147.0,-4147
297,297,3.0,-6487.0,-4987
298,298,3.0,-6369.0,-4869
299,299,2.0,-6049.0,-5049
300,300,1.0,-5570.0,-5070
301,301,2.0,-5333.0,-4333
302,302,1.0,-5517.0,-5017
303,303,1.0,-4752.0,-4252
304,304,4.0,-6871.0,-4871
305,305,8.0,-9079.0,-5079
306,306,3.0,-6654.0,-5154
307,307,1.0,-6532.0,-6032
308,308,4.0,-10109.0,-8109
309,309,2.0,-6224.0,-5224
310,310,2.0,-5743.0,-4743
311,311,2.0,-6741.0,-5741
312,312,2.0,-5360.0,-4360
313,313,3.0,-6660.0,-5160
314,314,4.0,-7350.0,-5350
315,315,7.0,-8570.0,-5070
316,316,6.0,-9695.0,-6695
317,317,6.0,-7536.0,-4536
318,318,5.0,-8853.0,-6353
319,319,2.0,-7194.0,-6194
320,320,3.0,-5837.0,-4337
321,321,2.0,-6105.0,-5105
322,322,3.0,-6535.0,-5035
323,323,0.0,-4631.0,-4631
324,324,3.0,-6128.0,-4628
325,325,3.0,-7973.0,-6473
326,326,3.0,-6604.0,-5104
327,327,5.0,-7988.0,-5488
328,328,7.0,-8288.0,-4788
329,329,5.0,-8877.0,-6377
330,330,3.0,-6795.0,-5295
331,331,4.0,-7129.0,-5129
332,332,3.0,-7387.0,-5887
333,333,2.0,-5929.0,-4929
334,334,3.0,-8088.0,-6588
335,335,6.0,-8009.0,-5009
336,336,3.0,-6757.0,-5257
337,337,2.0,-7062.0,-6062
338,338,4.0,-9567.0,-7567
339,339,1.0,-5512.0,-5012
340,340,4.0,-7521.0,-5521
341,341,4.0,-6854.0,-4854
342,342,2.0,-6119.0,-5119
343,343,5.0,-7419.0,-4919
344,344,5.0,-8348.0,-5848
345,345,3.0,-7223.0,-5723
346,346,5.0,-8808.0,-6308
347,347,6.0,-7505.0,-4505
348,348,4.0,-9665.0,-7665
349,349,1.0,-5700.0,-5200
350,350,3.0,-6464.0,-4964
351,351,3.0,-6421.0,-4921
352,352,3.0,-6903.0,-5403
353,353,1.0,-5758.0,-5258
354,354,2.0,-5681.0,-4681
355,355,7.0,-7770.0,-4270
356,356,0.0,-5794.0,-5794
357,357,4.0,-6400.0,-4400
358,358,8.0,-10942.0,-6942
359,359,3.0,-6923.0,-5423
360,360,4.0,-6887.0,-4887
361,361,3.0,-6763.0,-5263
362,362,4.0,-6298.0,-4298
363,363,5.0,-8594.0,-6094
364,364,2.0,-5959.0,-4959
365,365,1.0,-5572.0,-5072
366,366,4.0,-7007.0,-5007
367,367,1.0,-5898.0,-5398
368,368,6.0,-9989.0,-6989
369,369,3.0,-6595.0,-5095
370,370,0.0,-5312.0,-5312
371,371,4.0,-7214.0,-5214
372,372,5.0,-7376.0,-4876
373,373,2.0,-7082.0,-6082
374,374,2.0,-5869.0,-4869
375,375,3.0,-7534.0,-6034
376,376,3.0,-7384.0,-5884
377,377,4.0,-8054.0,-6054
378,378,4.0,-7736.0,-5736
379,379,4.0,-7686.0,-5686
380,380,4.0,-9680.0,-7680
381,381,3.0,-6715.0,-5215
382,382,0.0,-5238.0,-5238
383,383,4.0,-7734.0,-5734
384,384,5.0,-7081.0,-4581
385,385,2.0,-5766.0,-4766
386,386,3.0,-6008.0,-4508
387,387,4.0,-10272.0,-8272
388,388,4.0,-6897.0,-4897
389,389,7.0,-8441.0,-4941
390,390,1.0,-6690.0,-6190
391,391,2.0,-6378.0,-5378
392,392,2.0,-7468.0,-6468
393,393,4.0,-7172.0,-5172
394,394,7.0,-9303.0,-5803
395,395,2.0,-6387.0,-5387
396,396,4.0,-6819.0,-4819
397,397,8.0,-11387.0,-7387
398,398,6.0,-7834.0,-4834
399,399,5.0,-8674.0,-6174
400,400,5.0,-7640.0,-5140
401,401,4.0,-6275.0,-4275
402,402,5.0,-6936.0,-4436
403,403,3.0,-6324.0,-4824
404,404,4.0,-6798.0,-4798
405,405,4.0,-7976.0,-5976
406,406,10.0,-11793.0,-6793
407,407,1.0,-6925.0,-6425
408,408,3.0,-6684.0,-5184
409,409,1.0,-5564.0,-5064
410,410,3.0,-7113.0,-5613
411,411,5.0,-7823.0,-5323
412,412,6.0,-7837.0,-4837
413,413,4.0,-7516.0,-5516
414,414,7.0,-8722.0,-5222
415,415,3.0,-6837.0,-5337
416,416,11.0,-13266.0,-7766
417,417,7.0,-8604.0,-5104
418,418,4.0,-7318.0,-5318
419,419,5.0,-7877.0,-5377
420,420,7.0,-7950.0,-4450
421,421,4.0,-7125.0,-5125
422,422,5.0,-7189.0,-4689
423,423,5.0,-7487.0,-4987
424,424,4.0,-6877.0,-4877
425,425,7.0,-8376.0,-4876
426,426,6.0,-9934.0,-6934
427,427,3.0,-6229.0,-4729
428,428,5.0,-8071.0,-5571
429,429,4.0,-8546.0,-6546
430,430,1.0,-5892.0,-5392
431,431,3.0,-7887.0,-6387
432,432,4.0,-7511.0,-5511
433,433,2.0,-5355.0,-4355
434,434,4.0,-8788.0,-6788
435,435,8.0,-12478.0,-8478
436,436,6.0,-7892.0,-4892
437,437,8.0,-9428.0,-5428
438,438,5.0,-7707.0,-5207
439,439,5.0,-7439.0,-4939
440,440,6.0,-8210.0,-5210
441,441,7.0,-8319.0,-4819
442,442,4.0,-7069.0,-5069
443,443,6.0,-8040.0,-5040
444,444,5.0,-7514.0,-5014
445,445,4.0,-11267.0,-9267
446,446,2.0,-6631.0,-5631
447,447,7.0,-8001.0,-4501
448,448,5.0,-7629.0,-5129
449,449,3.0,-6507.0,-5007
450,450,4.0,-7285.0,-5285
451,451,2.0,-6097.0,-5097
452,452,5.0,-7724.0,-5224
453,453,3.0,-6619.0,-5119
454,454,7.0,-9780.0,-6280
455,455,5.0,-7660.0,-5160
456,456,3.0,-6474.0,-4974
457,457,2.0,-7157.0,-6157
458,458,3.0,-6584.0,-5084
459,459,2.0,-5515.0,-4515
460,460,4.0,-6678.0,-4678
461,461,4.0,-8718.0,-6718
462,462,4.0,-7330.0,-5330
463,463,2.0,-6976.0,-5976
464,464,6.0,-9086.0,-6086
465,465,7.0,-8241.0,-4741
466,466,5.0,-8105.0,-5605
467,467,1.0,-4692.0,-4192
468,468,6.0,-7648.0,-4648
469,469,1.0,-4810.0,-4310
470,470,4.0,-6799.0,-4799
471,471,3.0,-7091.0,-5591
472,472,3.0,-8494.0,-6994
473,473,4.0,-6599.0,-4599
474,474,6.0,-9432.0,-6432
475,475,3.0,-7526.0,-6026
476,476,1.0,-5609.0,-5109
477,477,3.0,-5911.0,-4411
478,478,3.0,-6016.0,-4516
479,479,6.0,-7897.0,-4897
480,480,6.0,-8801.0,-5801
481,481,4.0,-7287.0,-5287
482,482,3.0,-5777.0,-4277
483,483,1.0,-5567.0,-5067
484,484,5.0,-8416.0,-5916
485,485,5.0,-9065.0,-6565
486,486,5.0,-7807.0,-5307
487,487,3.0,-5908.0,-4408
488,488,6.0,-8931.0,-5931
489,489,8.0,-8420.0,-4420
490,490,3.0,-6599.0,-5099
491,491,3.0,-6580.0,-5080
492,492,3.0,-7361.0,-5861
493,493,3.0,-7091.0,-5591
494,494,7.0,-9091.0,-5591
495,495,4.0,-8174.0,-6174
496,496,3.0,-7258.0,-5758
497,497,6.0,-8312.0,-5312
498,498,1.0,-6334.0,-5834
499,499,1.0,-5114.0,-4614
