,episode,missed,reward,sloth
272,272,2.0,-6408.0,-5408
273,273,3.0,-8203.0,-6703
274,274,4.0,-7132.0,-5132
275,275,1.0,-5552.0,-5052
276,276,2.0,-9708.0,-8708
277,277,2.0,-5458.0,-4458
278,278,7.0,-7975.0,-4475
279,279,5.0,-6843.0,-4343
280,280,6.0,-7769.0,-4769
281,281,2.0,-6067.0,-5067
282,282,7.0,-9018.0,-5518
283,283,6.0,-8035.0,-5035
284,284,5.0,-7592.0,-5092
285,285,3.0,-6562.0,-5062
286,286,2.0,-6313.0,-5313
287,287,4.0,-7024.0,-5024
288,288,5.0,-8031.0,-5531
289,289,3.0,-6392.0,-4892
290,290,3.0,-6712.0,-5212
291,291,3.0,-6753.0,-5253
292,292,3.0,-6615.0,-5115
293,293,3.0,-7477.0,-5977
294,294,4.0,-7353.0,-5353
295,295,3.0,-5835.0,-4335
296,296,2.0,-6127.0,-5127
297,297,3.0,-7026.0,-5526
298,298,5.0,-7557.0,-5057
299,299,4.0,-6149.0,-4149
300,300,0.0,-5962.0,-5962
301,301,1.0,-5572.0,-5072
302,302,4.0,-7330.0,-5330
303,303,5.0,-9329.0,-6829
304,304,3.0,-6848.0,-5348
305,305,4.0,-7663.0,-5663
306,306,3.0,-6286.0,-4786
307,307,3.0,-6773.0,-5273
308,308,2.0,-6150.0,-5150
309,309,2.0,-6566.0,-5566
310,310,3.0,-5893.0,-4393
311,311,1.0,-5652.0,-5152
312,312,4.0,-7902.0,-5902
313,313,1.0,-5900.0,-5400
314,314,2.0,-5837.0,-4837
315,315,7.0,-9705.0,-6205
316,316,4.0,-7202.0,-5202
317,317,4.0,-6796.0,-4796
318,318,3.0,-7103.0,-5603
319,319,0.0,-5461.0,-5461
320,320,2.0,-6846.0,-5846
321,321,1.0,-5567.0,-5067
322,322,4.0,-6769.0,-4769
323,323,1.0,-6541.0,-6041
324,324,4.0,-6455.0,-4455
325,325,3.0,-6461.0,-4961
326,326,4.0,-6834.0,-4834
327,327,1.0,-5294.0,-4794
328,328,2.0,-7112.0,-6112
329,329,1.0,-5397.0,-4897
330,330,1.0,-5868.0,-5368
331,331,1.0,-5565.0,-5065
332,332,2.0,-7072.0,-6072
333,333,1.0,-5735.0,-5235
334,334,5.0,-7213.0,-4713
335,335,3.0,-7381.0,-5881
336,336,2.0,-6412.0,-5412
337,337,1.0,-5171.0,-4671
338,338,7.0,-8637.0,-5137
339,339,5.0,-8121.0,-5621
340,340,4.0,-6694.0,-4694
341,341,3.0,-6624.0,-5124
342,342,3.0,-7066.0,-5566
343,343,3.0,-6003.0,-4503
344,344,2.0,-5303.0,-4303
345,345,2.0,-6142.0,-5142
346,346,9.0,-9464.0,-4964
347,347,15.0,-17761.0,-10261
348,348,6.0,-9766.0,-6766
349,349,6.0,-9220.0,-6220
350,350,5.0,-8917.0,-6417
351,351,2.0,-6897.0,-5897
352,352,5.0,-7362.0,-4862
353,353,1.0,-5832.0,-5332
354,354,3.0,-7060.0,-5560
355,355,3.0,-6434.0,-4934
356,356,6.0,-8025.0,-5025
357,357,5.0,-7504.0,-5004
358,358,6.0,-10999.0,-7999
359,359,7.0,-8129.0,-4629
360,360,2.0,-6793.0,-5793
361,361,4.0,-7593.0,-5593
362,362,8.0,-8365.0,-4365
363,363,4.0,-7550.0,-5550
364,364,3.0,-6238.0,-4738
365,365,4.0,-7636.0,-5636
366,366,5.0,-8155.0,-5655
367,367,3.0,-7261.0,-5761
368,368,5.0,-7504.0,-5004
369,369,5.0,-7704.0,-5204
370,370,4.0,-7766.0,-5766
371,371,6.0,-8277.0,-5277
372,372,1.0,-5980.0,-5480
373,373,4.0,-7007.0,-5007
374,374,6.0,-11884.0,-8884
375,375,3.0,-6045.0,-4545
376,376,5.0,-8654.0,-6154
377,377,3.0,-6585.0,-5085
378,378,8.0,-9453.0,-5453
379,379,1.0,-5359.0,-4859
380,380,4.0,-7483.0,-5483
381,381,5.0,-7266.0,-4766
382,382,6.0,-7743.0,-4743
383,383,5.0,-7454.0,-4954
384,384,3.0,-5818.0,-4318
385,385,4.0,-7247.0,-5247
386,386,4.0,-7333.0,-5333
387,387,5.0,-7149.0,-4649
388,388,2.0,-5709.0,-4709
389,389,3.0,-6875.0,-5375
390,390,7.0,-9845.0,-6345
391,391,5.0,-8988.0,-6488
392,392,3.0,-6705.0,-5205
393,393,1.0,-5870.0,-5370
394,394,6.0,-7819.0,-4819
395,395,1.0,-6467.0,-5967
396,396,4.0,-6633.0,-4633
397,397,4.0,-7495.0,-5495
398,398,3.0,-6753.0,-5253
399,399,5.0,-8777.0,-6277
400,400,5.0,-8323.0,-5823
401,401,1.0,-4918.0,-4418
402,402,6.0,-7608.0,-4608
403,403,3.0,-9676.0,-8176
404,404,3.0,-7036.0,-5536
405,405,6.0,-9140.0,-6140
406,406,3.0,-7667.0,-6167
407,407,3.0,-6108.0,-4608
408,408,2.0,-6032.0,-5032
409,409,3.0,-6705.0,-5205
410,410,2.0,-6736.0,-5736
411,411,2.0,-5506.0,-4506
412,412,4.0,-7075.0,-5075
413,413,3.0,-7947.0,-6447
414,414,4.0,-6846.0,-4846
415,415,4.0,-7189.0,-5189
416,416,2.0,-7227.0,-6227
417,417,0.0,-6387.0,-6387
418,418,1.0,-5068.0,-4568
419,419,4.0,-10473.0,-8473
420,420,2.0,-6097.0,-5097
421,421,3.0,-6139.0,-4639
422,422,8.0,-8708.0,-4708
423,423,6.0,-7443.0,-4443
424,424,8.0,-8441.0,-4441
425,425,5.0,-7276.0,-4776
426,426,2.0,-5503.0,-4503
427,427,4.0,-7037.0,-5037
428,428,9.0,-11151.0,-6651
429,429,7.0,-8459.0,-4959
430,430,3.0,-6865.0,-5365
431,431,1.0,-6559.0,-6059
432,432,3.0,-6975.0,-5475
433,433,3.0,-8536.0,-7036
434,434,3.0,-6013.0,-4513
435,435,1.0,-5268.0,-4768
436,436,2.0,-6618.0,-5618
437,437,4.0,-7630.0,-5630
438,438,5.0,-10253.0,-7753
439,439,3.0,-7444.0,-5944
440,440,3.0,-6096.0,-4596
441,441,2.0,-5713.0,-4713
442,442,3.0,-6990.0,-5490
443,443,4.0,-7265.0,-5265
444,444,2.0,-6531.0,-5531
445,445,5.0,-7309.0,-4809
446,446,2.0,-6959.0,-5959
447,447,6.0,-8180.0,-5180
448,448,2.0,-5367.0,-4367
449,449,5.0,-7439.0,-4939
450,450,2.0,-6318.0,-5318
451,451,5.0,-7998.0,-5498
452,452,3.0,-7437.0,-5937
453,453,5.0,-7863.0,-5363
454,454,4.0,-6753.0,-4753
455,455,0.0,-5362.0,-5362
456,456,7.0,-8048.0,-4548
457,457,2.0,-6789.0,-5789
458,458,5.0,-8912.0,-6412
459,459,3.0,-7867.0,-6367
460,460,6.0,-8618.0,-5618
461,461,2.0,-5590.0,-4590
462,462,2.0,-7056.0,-6056
463,463,2.0,-6345.0,-5345
464,464,2.0,-6032.0,-5032
465,465,2.0,-6573.0,-5573
466,466,3.0,-6206.0,-4706
467,467,7.0,-8842.0,-5342
468,468,6.0,-7751.0,-4751
469,469,2.0,-5801.0,-4801
470,470,6.0,-8808.0,-5808
471,471,2.0,-6267.0,-5267
472,472,1.0,-6486.0,-5986
473,473,4.0,-6646.0,-4646
474,474,2.0,-6585.0,-5585
475,475,5.0,-9697.0,-7197
476,476,3.0,-6426.0,-4926
477,477,1.0,-5763.0,-5263
478,478,1.0,-5873.0,-5373
479,479,1.0,-6108.0,-5608
480,480,3.0,-6973.0,-5473
481,481,1.0,-5030.0,-4530
482,482,2.0,-5583.0,-4583
483,483,7.0,-9361.0,-5861
484,484,4.0,-7313.0,-5313
485,485,1.0,-6136.0,-5636
486,486,5.0,-8421.0,-5921
487,487,4.0,-6686.0,-4686
488,488,2.0,-6458.0,-5458
489,489,1.0,-5932.0,-5432
490,490,6.0,-8694.0,-5694
491,491,3.0,-6464.0,-4964
492,492,4.0,-8239.0,-6239
493,493,2.0,-5949.0,-4949
494,494,2.0,-6721.0,-5721
495,495,4.0,-10036.0,-8036
496,496,3.0,-7181.0,-5681
497,497,1.0,-5080.0,-4580
498,498,4.0,-7528.0,-5528
499,499,2.0,-7237.0,-6237
