,episode,missed,reward,sloth
272,272,7.0,-10012.0,-6512
273,273,5.0,-8283.0,-5783
274,274,5.0,-8579.0,-6079
275,275,4.0,-7323.0,-5323
276,276,0.0,-5022.0,-5022
277,277,2.0,-6245.0,-5245
278,278,4.0,-7253.0,-5253
279,279,4.0,-7605.0,-5605
280,280,3.0,-6783.0,-5283
281,281,2.0,-6089.0,-5089
282,282,0.0,-4288.0,-4288
283,283,2.0,-6405.0,-5405
284,284,1.0,-6326.0,-5826
285,285,2.0,-6650.0,-5650
286,286,3.0,-6855.0,-5355
287,287,2.0,-6736.0,-5736
288,288,4.0,-7495.0,-5495
289,289,3.0,-6239.0,-4739
290,290,2.0,-6205.0,-5205
291,291,1.0,-5857.0,-5357
292,292,2.0,-7086.0,-6086
293,293,2.0,-6698.0,-5698
294,294,2.0,-6708.0,-5708
295,295,3.0,-9020.0,-7520
296,296,4.0,-9312.0,-7312
297,297,2.0,-5200.0,-4200
298,298,2.0,-6694.0,-5694
299,299,8.0,-9826.0,-5826
300,300,1.0,-5374.0,-4874
301,301,3.0,-7266.0,-5766
302,302,1.0,-5630.0,-5130
303,303,0.0,-5606.0,-5606
304,304,5.0,-7750.0,-5250
305,305,2.0,-6154.0,-5154
306,306,6.0,-7360.0,-4360
307,307,2.0,-8309.0,-7309
308,308,1.0,-6138.0,-5638
309,309,3.0,-6885.0,-5385
310,310,4.0,-7455.0,-5455
311,311,3.0,-6426.0,-4926
312,312,2.0,-5917.0,-4917
313,313,4.0,-7055.0,-5055
314,314,3.0,-6655.0,-5155
315,315,2.0,-5892.0,-4892
316,316,3.0,-6168.0,-4668
317,317,3.0,-6966.0,-5466
318,318,2.0,-5716.0,-4716
319,319,5.0,-10712.0,-8212
320,320,5.0,-8040.0,-5540
321,321,2.0,-5774.0,-4774
322,322,5.0,-6600.0,-4100
323,323,6.0,-8072.0,-5072
324,324,0.0,-5513.0,-5513
325,325,1.0,-5263.0,-4763
326,326,5.0,-6858.0,-4358
327,327,8.0,-9265.0,-5265
328,328,7.0,-7950.0,-4450
329,329,3.0,-6091.0,-4591
330,330,3.0,-6961.0,-5461
331,331,1.0,-6306.0,-5806
332,332,5.0,-7431.0,-4931
333,333,3.0,-6517.0,-5017
334,334,2.0,-6571.0,-5571
335,335,5.0,-7697.0,-5197
336,336,4.0,-7180.0,-5180
337,337,2.0,-5333.0,-4333
338,338,2.0,-5906.0,-4906
339,339,2.0,-5926.0,-4926
340,340,2.0,-6215.0,-5215
341,341,2.0,-6583.0,-5583
342,342,5.0,-7086.0,-4586
343,343,0.0,-5174.0,-5174
344,344,2.0,-7262.0,-6262
345,345,0.0,-5089.0,-5089
346,346,7.0,-12704.0,-9204
347,347,5.0,-7920.0,-5420
348,348,3.0,-6584.0,-5084
349,349,2.0,-6340.0,-5340
350,350,1.0,-5341.0,-4841
351,351,3.0,-6494.0,-4994
352,352,6.0,-7944.0,-4944
353,353,2.0,-6087.0,-5087
354,354,6.0,-8340.0,-5340
355,355,3.0,-6665.0,-5165
356,356,3.0,-6416.0,-4916
357,357,2.0,-6035.0,-5035
358,358,5.0,-7770.0,-5270
359,359,3.0,-6479.0,-4979
360,360,5.0,-7239.0,-4739
361,361,3.0,-6274.0,-4774
362,362,1.0,-4980.0,-4480
363,363,0.0,-5448.0,-5448
364,364,4.0,-7333.0,-5333
365,365,4.0,-7014.0,-5014
366,366,1.0,-6516.0,-6016
367,367,5.0,-7767.0,-5267
368,368,7.0,-7868.0,-4368
369,369,1.0,-5396.0,-4896
370,370,3.0,-6407.0,-4907
371,371,2.0,-6976.0,-5976
372,372,3.0,-10772.0,-9272
373,373,5.0,-7933.0,-5433
374,374,5.0,-7299.0,-4799
375,375,4.0,-7971.0,-5971
376,376,3.0,-5840.0,-4340
377,377,6.0,-8986.0,-5986
378,378,2.0,-6921.0,-5921
379,379,3.0,-6070.0,-4570
380,380,7.0,-8629.0,-5129
381,381,4.0,-6758.0,-4758
382,382,4.0,-7283.0,-5283
383,383,5.0,-7577.0,-5077
384,384,3.0,-6852.0,-5352
385,385,4.0,-7530.0,-5530
386,386,3.0,-6807.0,-5307
387,387,2.0,-6841.0,-5841
388,388,0.0,-4471.0,-4471
389,389,1.0,-6579.0,-6079
390,390,0.0,-5408.0,-5408
391,391,4.0,-7370.0,-5370
392,392,2.0,-6004.0,-5004
393,393,7.0,-9078.0,-5578
394,394,5.0,-7965.0,-5465
395,395,5.0,-7401.0,-4901
396,396,5.0,-8161.0,-5661
397,397,5.0,-7199.0,-4699
398,398,1.0,-5514.0,-5014
399,399,3.0,-6088.0,-4588
400,400,3.0,-6637.0,-5137
401,401,3.0,-6108.0,-4608
402,402,4.0,-6595.0,-4595
403,403,2.0,-6300.0,-5300
404,404,3.0,-6381.0,-4881
405,405,3.0,-6552.0,-5052
406,406,0.0,-4919.0,-4919
407,407,2.0,-6262.0,-5262
408,408,2.0,-6784.0,-5784
409,409,4.0,-7323.0,-5323
410,410,3.0,-6634.0,-5134
411,411,4.0,-6894.0,-4894
412,412,1.0,-6399.0,-5899
413,413,1.0,-6070.0,-5570
414,414,5.0,-10745.0,-8245
415,415,4.0,-6822.0,-4822
416,416,4.0,-8165.0,-6165
417,417,3.0,-7098.0,-5598
418,418,2.0,-6791.0,-5791
419,419,0.0,-4719.0,-4719
420,420,2.0,-5817.0,-4817
421,421,2.0,-6175.0,-5175
422,422,1.0,-5900.0,-5400
423,423,1.0,-5704.0,-5204
424,424,5.0,-7241.0,-4741
425,425,4.0,-11994.0,-9994
426,426,1.0,-5963.0,-5463
427,427,8.0,-8841.0,-4841
428,428,3.0,-6116.0,-4616
429,429,3.0,-7095.0,-5595
430,430,5.0,-7437.0,-4937
431,431,3.0,-6677.0,-5177
432,432,3.0,-5762.0,-4262
433,433,6.0,-8290.0,-5290
434,434,4.0,-6894.0,-4894
435,435,3.0,-7952.0,-6452
436,436,5.0,-8008.0,-5508
437,437,5.0,-7655.0,-5155
438,438,2.0,-6117.0,-5117
439,439,7.0,-8565.0,-5065
440,440,3.0,-6610.0,-5110
441,441,1.0,-7353.0,-6853
442,442,3.0,-7284.0,-5784
443,443,2.0,-6879.0,-5879
444,444,2.0,-8658.0,-7658
445,445,7.0,-10041.0,-6541
446,446,4.0,-8207.0,-6207
447,447,2.0,-6826.0,-5826
448,448,0.0,-4902.0,-4902
449,449,6.0,-8511.0,-5511
450,450,3.0,-6091.0,-4591
451,451,2.0,-6939.0,-5939
452,452,5.0,-8264.0,-5764
453,453,1.0,-5690.0,-5190
454,454,0.0,-5783.0,-5783
455,455,2.0,-6636.0,-5636
456,456,3.0,-6268.0,-4768
457,457,3.0,-6800.0,-5300
458,458,2.0,-5892.0,-4892
459,459,2.0,-7046.0,-6046
460,460,3.0,-6327.0,-4827
461,461,3.0,-6326.0,-4826
462,462,6.0,-7982.0,-4982
463,463,4.0,-10375.0,-8375
464,464,5.0,-7114.0,-4614
465,465,1.0,-5229.0,-4729
466,466,5.0,-7647.0,-5147
467,467,4.0,-7929.0,-5929
468,468,4.0,-7297.0,-5297
469,469,5.0,-8111.0,-5611
470,470,3.0,-5988.0,-4488
471,471,8.0,-8295.0,-4295
472,472,4.0,-6811.0,-4811
473,473,3.0,-6016.0,-4516
474,474,1.0,-5985.0,-5485
475,475,4.0,-7681.0,-5681
476,476,3.0,-6652.0,-5152
477,477,3.0,-7103.0,-5603
478,478,4.0,-6350.0,-4350
479,479,6.0,-8077.0,-5077
480,480,5.0,-7978.0,-5478
481,481,2.0,-6204.0,-5204
482,482,1.0,-6224.0,-5724
483,483,1.0,-6970.0,-6470
484,484,1.0,-5429.0,-4929
485,485,3.0,-6672.0,-5172
486,486,2.0,-6773.0,-5773
487,487,7.0,-9130.0,-5630
488,488,4.0,-6563.0,-4563
489,489,2.0,-5817.0,-4817
490,490,3.0,-12654.0,-11154
491,491,6.0,-8826.0,-5826
492,492,2.0,-6588.0,-5588
493,493,1.0,-5509.0,-5009
494,494,1.0,-6186.0,-5686
495,495,0.0,-5385.0,-5385
496,496,4.0,-7408.0,-5408
497,497,4.0,-7187.0,-5187
498,498,4.0,-8671.0,-6671
499,499,4.0,-6357.0,-4357
