,episode,missed,reward,sloth
58,58,11.0,-12722.0,-7222
59,59,10.0,-13405.0,-8405
60,60,13.0,-14892.0,-8392
61,61,15.0,-15374.0,-7874
62,62,13.0,-13774.0,-7274
63,63,13.0,-14130.0,-7630
64,64,11.0,-13694.0,-8194
65,65,10.0,-11693.0,-6693
66,66,10.0,-11200.0,-6200
67,67,10.0,-12643.0,-7643
68,68,13.0,-14677.0,-8177
69,69,12.0,-13062.0,-7062
70,70,11.0,-14706.0,-9206
71,71,15.0,-15517.0,-8017
72,72,14.0,-15380.0,-8380
73,73,16.0,-14768.0,-6768
74,74,12.0,-12280.0,-6280
75,75,13.0,-13163.0,-6663
76,76,15.0,-16216.0,-8716
77,77,13.0,-14810.0,-8310
78,78,16.0,-13538.0,-5538
79,79,15.0,-15684.0,-8184
80,80,12.0,-13335.0,-7335
81,81,15.0,-13789.0,-6289
82,82,14.0,-16525.0,-9525
83,83,16.0,-14516.0,-6516
84,84,15.0,-15978.0,-8478
85,85,10.0,-13082.0,-8082
86,86,17.0,-16113.0,-7613
87,87,14.0,-17563.0,-10563
88,88,14.0,-12375.0,-5375
89,89,16.0,-16410.0,-8410
90,90,15.0,-17920.0,-10420
91,91,13.0,-13952.0,-7452
92,92,12.0,-12700.0,-6700
93,93,12.0,-13054.0,-7054
94,94,13.0,-13651.0,-7151
95,95,12.0,-12284.0,-6284
96,96,16.0,-15560.0,-7560
97,97,12.0,-11678.0,-5678
98,98,20.0,-16793.0,-6793
99,99,12.0,-11684.0,-5684
100,100,14.0,-15873.0,-8873
101,101,12.0,-12613.0,-6613
102,102,15.0,-15864.0,-8364
103,103,16.0,-15367.0,-7367
104,104,12.0,-13029.0,-7029
105,105,17.0,-17053.0,-8553
106,106,7.0,-11556.0,-8056
107,107,11.0,-11130.0,-5630
108,108,11.0,-13676.0,-8176
109,109,19.0,-17599.0,-8099
110,110,15.0,-13263.0,-5763
111,111,14.0,-14708.0,-7708
112,112,16.0,-14337.0,-6337
113,113,15.0,-14923.0,-7423
114,114,14.0,-12468.0,-5468
115,115,13.0,-15196.0,-8696
116,116,14.0,-16988.0,-9988
117,117,15.0,-14527.0,-7027
118,118,18.0,-16275.0,-7275
119,119,17.0,-16038.0,-7538
120,120,18.0,-17820.0,-8820
121,121,19.0,-18431.0,-8931
122,122,20.0,-18149.0,-8149
123,123,16.0,-17340.0,-9340
124,124,14.0,-16357.0,-9357
125,125,16.0,-14004.0,-6004
126,126,16.0,-15255.0,-7255
127,127,17.0,-15438.0,-6938
128,128,16.0,-16109.0,-8109
129,129,16.0,-16427.0,-8427
130,130,12.0,-13089.0,-7089
131,131,14.0,-14151.0,-7151
132,132,13.0,-14338.0,-7838
133,133,18.0,-15540.0,-6540
134,134,18.0,-16282.0,-7282
135,135,16.0,-17172.0,-9172
136,136,16.0,-15964.0,-7964
137,137,7.0,-10614.0,-7114
138,138,14.0,-16107.0,-9107
139,139,13.0,-14899.0,-8399
140,140,16.0,-15315.0,-7315
141,141,13.0,-14611.0,-8111
142,142,15.0,-15629.0,-8129
143,143,13.0,-12477.0,-5977
144,144,16.0,-14383.0,-6383
145,145,10.0,-10135.0,-5135
146,146,16.0,-16432.0,-8432
147,147,11.0,-11316.0,-5816
148,148,17.0,-16905.0,-8405
149,149,11.0,-13178.0,-7678
150,150,18.0,-16162.0,-7162
151,151,14.0,-15260.0,-8260
152,152,16.0,-17783.0,-9783
153,153,16.0,-14924.0,-6924
154,154,12.0,-13537.0,-7537
155,155,15.0,-16210.0,-8710
156,156,17.0,-19252.0,-10752
157,157,17.0,-16745.0,-8245
158,158,16.0,-16598.0,-8598
159,159,16.0,-17998.0,-9998
160,160,17.0,-18604.0,-10104
161,161,12.0,-13042.0,-7042
162,162,16.0,-15182.0,-7182
163,163,17.0,-17351.0,-8851
164,164,17.0,-18894.0,-10394
165,165,20.0,-18052.0,-8052
166,166,18.0,-17909.0,-8909
167,167,17.0,-16789.0,-8289
168,168,17.0,-16328.0,-7828
169,169,18.0,-18384.0,-9384
170,170,15.0,-14150.0,-6650
171,171,18.0,-15981.0,-6981
172,172,18.0,-19281.0,-10281
173,173,13.0,-13564.0,-7064
174,174,14.0,-14249.0,-7249
175,175,18.0,-15625.0,-6625
176,176,12.0,-14161.0,-8161
177,177,18.0,-17322.0,-8322
178,178,15.0,-14880.0,-7380
179,179,18.0,-15791.0,-6791
180,180,15.0,-15749.0,-8249
181,181,15.0,-16140.0,-8640
182,182,17.0,-19969.0,-11469
183,183,15.0,-14770.0,-7270
184,184,17.0,-15296.0,-6796
185,185,16.0,-17916.0,-9916
186,186,15.0,-15086.0,-7586
187,187,18.0,-19607.0,-10607
188,188,18.0,-15783.0,-6783
189,189,17.0,-15447.0,-6947
190,190,14.0,-14600.0,-7600
191,191,19.0,-16700.0,-7200
192,192,11.0,-11452.0,-5952
193,193,16.0,-14007.0,-6007
194,194,18.0,-17953.0,-8953
195,195,13.0,-16436.0,-9936
196,196,17.0,-15730.0,-7230
197,197,17.0,-15426.0,-6926
198,198,17.0,-16947.0,-8447
199,199,18.0,-14615.0,-5615
200,200,19.0,-19885.0,-10385
201,201,17.0,-15865.0,-7365
202,202,19.0,-18799.0,-9299
203,203,20.0,-19420.0,-9420
204,204,18.0,-19167.0,-10167
205,205,17.0,-16426.0,-7926
206,206,18.0,-17748.0,-8748
207,207,17.0,-16749.0,-8249
208,208,17.0,-15239.0,-6739
209,209,18.0,-17863.0,-8863
210,210,15.0,-16905.0,-9405
211,211,16.0,-14200.0,-6200
212,212,15.0,-15138.0,-7638
213,213,16.0,-16994.0,-8994
214,214,18.0,-17254.0,-8254
215,215,16.0,-18539.0,-10539
216,216,16.0,-15650.0,-7650
217,217,16.0,-15946.0,-7946
218,218,20.0,-19074.0,-9074
219,219,15.0,-18651.0,-11151
220,220,17.0,-15660.0,-7160
221,221,16.0,-18890.0,-10890
222,222,15.0,-14123.0,-6623
223,223,16.0,-18477.0,-10477
224,224,17.0,-14655.0,-6155
225,225,19.0,-16780.0,-7280
226,226,14.0,-14813.0,-7813
227,227,19.0,-18283.0,-8783
228,228,18.0,-19665.0,-10665
229,229,15.0,-15885.0,-8385
230,230,17.0,-15892.0,-7392
231,231,15.0,-14071.0,-6571
232,232,16.0,-15354.0,-7354
233,233,15.0,-15035.0,-7535
234,234,17.0,-16737.0,-8237
235,235,19.0,-19373.0,-9873
236,236,18.0,-16139.0,-7139
237,237,18.0,-16334.0,-7334
238,238,16.0,-16984.0,-8984
239,239,16.0,-15758.0,-7758
240,240,15.0,-14073.0,-6573
241,241,13.0,-14832.0,-8332
242,242,18.0,-16342.0,-7342
243,243,20.0,-18578.0,-8578
244,244,16.0,-15716.0,-7716
245,245,18.0,-15092.0,-6092
246,246,16.0,-15685.0,-7685
247,247,17.0,-17762.0,-9262
248,248,16.0,-14773.0,-6773
249,249,17.0,-14742.0,-6242
250,250,18.0,-18049.0,-9049
251,251,18.0,-19352.0,-10352
252,252,16.0,-15154.0,-7154
253,253,19.0,-17481.0,-7981
254,254,15.0,-13784.0,-6284
255,255,15.0,-13604.0,-6104
256,256,18.0,-15701.0,-6701
257,257,19.0,-21037.0,-11537
258,258,18.0,-17119.0,-8119
259,259,16.0,-16648.0,-8648
260,260,17.0,-16394.0,-7894
261,261,18.0,-15794.0,-6794
262,262,18.0,-16613.0,-7613
263,263,19.0,-15960.0,-6460
264,264,15.0,-17003.0,-9503
265,265,19.0,-17471.0,-7971
266,266,17.0,-15902.0,-7402
267,267,16.0,-14708.0,-6708
268,268,16.0,-17271.0,-9271
269,269,11.0,-12426.0,-6926
270,270,16.0,-17076.0,-9076
271,271,12.0,-15099.0,-9099
272,272,17.0,-17135.0,-8635
273,273,19.0,-19373.0,-9873
274,274,14.0,-14192.0,-7192
275,275,15.0,-14997.0,-7497
276,276,16.0,-15959.0,-7959
277,277,16.0,-15420.0,-7420
278,278,18.0,-17833.0,-8833
279,279,17.0,-18573.0,-10073
280,280,18.0,-17595.0,-8595
281,281,17.0,-16734.0,-8234
282,282,16.0,-16896.0,-8896
283,283,15.0,-14213.0,-6713
284,284,19.0,-17211.0,-7711
285,285,15.0,-17207.0,-9707
286,286,19.0,-15875.0,-6375
287,287,16.0,-15076.0,-7076
288,288,15.0,-14704.0,-7204
289,289,16.0,-15545.0,-7545
290,290,18.0,-16726.0,-7726
291,291,16.0,-15320.0,-7320
292,292,16.0,-17507.0,-9507
293,293,20.0,-17017.0,-7017
294,294,19.0,-16071.0,-6571
295,295,14.0,-12525.0,-5525
296,296,15.0,-15226.0,-7726
297,297,17.0,-15002.0,-6502
298,298,12.0,-13533.0,-7533
299,299,18.0,-17498.0,-8498
300,300,18.0,-18638.0,-9638
301,301,14.0,-14615.0,-7615
302,302,16.0,-13881.0,-5881
303,303,18.0,-17803.0,-8803
304,304,13.0,-12622.0,-6122
305,305,20.0,-17726.0,-7726
306,306,13.0,-14692.0,-8192
307,307,15.0,-16584.0,-9084
308,308,18.0,-17247.0,-8247
309,309,20.0,-16683.0,-6683
310,310,17.0,-15611.0,-7111
311,311,18.0,-18129.0,-9129
312,312,17.0,-15447.0,-6947
313,313,17.0,-18599.0,-10099
314,314,18.0,-21304.0,-12304
315,315,15.0,-15358.0,-7858
316,316,20.0,-16994.0,-6994
317,317,15.0,-16454.0,-8954
318,318,15.0,-15696.0,-8196
319,319,19.0,-18469.0,-8969
320,320,15.0,-19072.0,-11572
321,321,19.0,-18208.0,-8708
322,322,17.0,-15131.0,-6631
323,323,18.0,-16082.0,-7082
324,324,15.0,-16095.0,-8595
325,325,19.0,-17409.0,-7909
326,326,17.0,-15839.0,-7339
327,327,18.0,-18565.0,-9565
328,328,17.0,-18623.0,-10123
329,329,18.0,-16207.0,-7207
330,330,18.0,-16557.0,-7557
331,331,19.0,-20756.0,-11256
332,332,19.0,-17920.0,-8420
333,333,17.0,-15918.0,-7418
334,334,16.0,-15495.0,-7495
335,335,17.0,-16384.0,-7884
336,336,14.0,-17041.0,-10041
337,337,17.0,-17236.0,-8736
338,338,18.0,-16741.0,-7741
339,339,19.0,-17045.0,-7545
340,340,15.0,-12359.0,-4859
341,341,18.0,-14966.0,-5966
